ID, Compulsory, Natural, Social
BD1200899 16.6 0 20.5
BD1200900 19.55 23.75 0
BD1200901 16.25 0 18.75
BD1200902 20.25 18 0
BD1200903 11.35 9 0
BD1200904 14.75 13 17
BD1200905 8.45 0 16.25
BD1200906 16.4 0 16.75
BD1200907 8.8 8 12
BD1200908 17.05 15.25 0
BD1200909 10.35 0 11.5
BD1200910 13.5 0 15.25
BD1200911 20 0 20.5
BD1200912 11.65 0 13.5
BD1200913 18.6 15.5 0
BD1200914 13.4 11 14.25
BD1200915 17.25 18.75 0
BD1200916 20.65 22.75 0
BD1200917 17.65 13.5 0
BD1200918 14.55 14.25 0
BD1200919 20.75 0 19.25
BD1200920 13.45 0 17.25
BD1200921 16.85 15.5 0
BD1200922 22.65 15.25 0
BD1200923 13.05 12 0
BD1200924 19.05 17.75 0
BD1200925 22.55 0 0
BD1200926 8.1 0 4.5
BD1200927 18.25 15.25 0
BD1200928 17.6 0 18.75
BD1200929 6.2 10.5 0
BD1200930 11.95 0 15.75
BD1200931 14.25 12.75 0
BD1200932 19.8 0 18.75
BD1200933 12.8 10 17.75
BD1200934 14.7 11 0
BD1200935 17.05 20.5 0
BD1200936 13.3 8.5 13.75
BD1200937 15.8 15 0
BD1200938 14.7 0 15.75
BD1200939 9.25 0 16.5
BD1200941 16.8 19.5 0
BD1200942 16.95 0 18
BD1200943 17.9 21 0
BD1200944 7.5 0 10.5
BD1200945 14.65 0 19.5
BD1200946 19.65 0 19
BD1200947 15.8 12.75 0
BD1200948 17.65 17.5 0
BD1200949 16.65 16.75 0
BD1200950 20.8 19.25 0
BD1200951 12.3 10 18.5
BD1200952 19.45 10 0
BD1200953 12.1 0 12.25
BD1200954 17.9 12.75 0
BD1200955 19.7 17.5 18
BD1200956 15.55 0 23.25
BD1200957 11.8 9.25 14.75
BD1200959 19.35 19.5 0
BD1200960 9.05 0 13.25
BD1200961 11.95 0 15.25
BD1200962 8.6 0 15
BD1200963 21.85 21.75 0
BD1200964 19.3 15 18.25
BD1200965 15.6 0 22.25
BD1200966 10.4 0 17.5
BD1200967 21.1 20.5 0
BD1200968 13.5 0 15
BD1200969 14.8 13.75 0
BD1200970 12.05 0 15.5
BD1200971 20.65 16.25 0
BD1200972 17.1 16.75 0
BD1200973 14.4 0 16.25
BD1200974 14.65 14.25 0
BD1200975 16.6 20 0
BD1200976 14 13.75 0
BD1200977 16.15 18 0
BD1200978 16.6 0 17.5
BD1200979 17 16.75 0
BD1200980 13.55 0 13.5
BD1200981 19.4 0 17.75
BD1200982 16.45 0 18
BD1200983 16.8 16.75 0
BD1200984 18.5 17.75 0
BD1200985 14.2 0 19.25
BD1200986 15.15 12.75 0
BD1200987 17.1 13 0
BD1200988 17.7 12.25 19
BD1200989 9 0 10.75
BD1200990 13.55 9 20
BD1200991 13.35 0 23.75
BD1200992 11.4 0 16.75
BD1200993 14.9 18.75 0
BD1200994 12.55 0 19.75
BD1200995 16.3 18.25 0
BD1200996 11.25 0 17.5
BD1200997 11.25 0 19
BD1200998 15.05 0 19.25
BD1200999 10.3 0 9.5
BD1201000 12.45 0 14.25
BD1201001 17.4 0 20.5
BD1201002 20.9 0 21.25
BD1201003 22 16.5 0
BD1201004 21 14.75 0
BD1201005 3.95 6.5 5
BD1201006 19.4 15.75 0
BD1201007 20.4 15.25 19.75
BD1201008 9.7 0 11.25
BD1201009 18.15 16 0
BD1201010 20.1 0 23
BD1201011 17 0 14.75
BD1201012 22.7 16.5 0
BD1201013 14.3 0 20
BD1201014 14 0 19.75
BD1201015 18.25 13.25 14.75
BD1201016 15.2 12.25 0
BD1201017 18.9 0 17.75
BD1201018 14.95 0 19
BD1201020 16.4 0 14.25
BD1201021 17.1 17.75 0
BD1201022 15.2 16.5 0
BD1201023 11.6 0 15
BD1201024 13.65 0 15.5
BD1201025 16.4 18.5 0
BD1201026 13.9 0 18
BD1201027 15.2 0 19.75
BD1201028 19.95 22.25 0
BD1201029 8.35 0 16.75
BD1201030 18.6 17.5 0
BD1201031 14.8 9.25 18.75
BD1201032 8.3 0 3.5
BD1201033 19.75 14.25 0
BD1201034 9.45 0 12.5
BD1201035 14.65 14.5 0
BD1201036 14.95 15.25 0
BD1201037 12.85 0 18.25
BD1201038 21.75 20.25 0
BD1201039 13.5 0 18
BD1201040 12.85 10.5 15.5
BD1201041 18 12.75 0
BD1201042 15.45 0 19.25
BD1201043 12.8 0 19.25
BD1201044 17.65 17.5 0
BD1201045 14.35 0 16.5
BD1201046 21 0 21.25
BD1201047 10.45 0 17.5
BD1201048 19.7 19.5 0
BD1201049 16.05 17.25 0
BD1201050 19.5 0 22.75
BD1201051 22.4 18 0
BD1201052 15 0 19.5
BD1201053 20.7 0 16.25
BD1201054 10.9 0 15
BD1201055 19.95 0 24
BD1201056 9.65 0 16
BD1201057 18.2 17.75 0
BD1201058 16.5 0 16.75
BD1201059 10.65 0 13.75
BD1201060 20.05 0 20.5
BD1201061 18.1 13.75 20.25
BD1201062 13.9 7.75 18.75
BD1201063 15.5 0 17.5
BD1201064 18.6 0 25
BD1201065 13.15 6.25 18.75
BD1201066 7.35 0 16
BD1201067 18.4 0 23
BD1201068 7.6 8 12.5
BD1201069 12.45 0 18.75
BD1201071 18.75 22 0
BD1201072 19.9 15 0
BD1201073 13.8 19 0
BD1201074 19.8 0 16.5
BD1201075 10.9 0 14.75
BD1201076 21.5 0 25
BD1201077 14.65 0 15.25
BD1201078 13.9 0 16.5
BD1201079 16.35 13.75 0
BD1201080 15.1 0 22.5
BD1201081 13.4 11.75 15.5
BD1201082 12.45 0 20.5
BD1201083 17.35 0 19.5
BD1201084 17.85 19.75 0
BD1201085 15 10.25 20.25
BD1201086 15.75 9.75 17.5
BD1201087 20.1 17.5 0
BD1201088 12.1 0 16.75
BD1201089 17.6 0 21
BD1201090 12.95 14.5 0
BD1201091 17.25 0 21.75
BD1201092 13.2 0 15.75
BD1201093 16.1 16.25 14.5
BD1201094 14.35 13.75 20
BD1201095 10.8 0 16
BD1201096 15.5 0 20.25
BD1201097 11.2 0 12.25
BD1201098 17.05 13 0
BD1201099 20.4 0 23
BD1201100 18.2 19.75 0
BD1201101 16.9 13.75 0
BD1201102 22.75 0 20.25
BD1201103 22.8 21 0
BD1201104 13.7 0 19
BD1201105 21.05 0 20.25
BD1201106 7.35 0 3.25
BD1201107 17.8 15.25 0
BD1201108 21.05 0 19
BD1201109 14.45 12.25 0
BD1201110 9.4 0 14
BD1201111 18.05 16.5 0
BD1201112 14.25 9 0
BD1201113 11.65 0 15.25
BD1201114 19 16.75 0
BD1201115 15.75 0 20.75
BD1201116 16.85 0 17.75
BD1201117 18.85 19.25 22.5
BD1201118 15.05 0 16.5
BD1201119 14.65 14 0
BD1201120 16.2 13.75 0
BD1201121 24.65 0 19.5
BD1201122 24.9 18.25 0
BD1201123 15.3 13.25 0
BD1201124 16.95 11.75 0
BD1201125 13.95 0 17
BD1201126 16.9 11.25 19.75
BD1201127 16.95 0 17.75
BD1201128 14.95 0 14.5
BD1201129 16.75 0 23
BD1201130 15 0 14.75
BD1201131 19.85 0 15.5
BD1201132 19.4 11.5 19.75
BD1201133 12.15 0 15.5
BD1201134 18.3 17 0
BD1201135 18.9 18 0
BD1201136 14.4 7.25 18
BD1201137 10.1 0 12.5
BD1201138 15.25 18.25 0
BD1201139 15.7 12.5 19
BD1201140 21.9 24.5 0
BD1201141 20.2 21.5 0
BD1201142 12.9 0 16.75
BD1201143 13.65 0 22.25
BD1201144 12.9 0 16.75
BD1201145 15.9 14.5 0
BD1201146 22.8 19 0
BD1201147 16.2 14.75 16.5
BD1201148 10.9 0 14.5
BD1201149 13.4 0 14.5
BD1201150 17.5 16.75 0
BD1201151 14.05 0 17.5
BD1201152 7.6 3.5 2.25
BD1201153 18.45 0 18.75
BD1201154 15.8 0 18.5
BD1201155 17.1 16.25 17.25
BD1201156 15.1 9.5 15.25
BD1201157 17.1 0 21.5
BD1201158 21.25 15.75 0
BD1201159 15.4 0 19.25
BD1201160 18.5 0 16.5
BD1201161 20.25 18 0
BD1201162 9.25 0 13
BD1201163 16.2 0 16.75
BD1201164 12.25 0 19.5
BD1201165 16.95 0 18.25
BD1201166 16.6 11.25 16.25
BD1201167 17.35 0 18.5
BD1201168 15.55 0 21.25
BD1201169 22.9 0 25.5
BD1201170 20.1 0 19.5
BD1201171 13.2 0 20
BD1201172 15.3 20.5 0
BD1201173 15.8 14.75 15.5
BD1201174 14.1 0 18
BD1201175 15.55 0 25.5
BD1201176 19.6 0 26
BD1201177 13.4 19 19.25
BD1201178 16.65 18.25 0
BD1201179 16.9 15.25 0
BD1201180 14.75 0 24.5
BD1201181 12.2 0 13.25
BD1201182 21.9 18.5 0
BD1201183 18.75 0 19.5
BD1201184 13.1 0 20.75
BD1201185 17.4 20.25 20.75
BD1201186 8.9 10.5 9.75
BD1201187 19.2 15.75 0
BD1201188 17.1 18 0
BD1201189 21.75 0 16.75
BD1201190 8.55 0 16.25
BD1201191 7 10.25 10.75
BD1201192 14.7 0 14.5
BD1201193 17.75 18 0
BD1201194 16.35 0 24.25
BD1201195 16.1 0 18.25
BD1201196 10.05 0 12.75
BD1201197 12.7 0 17.5
BD1201198 11.05 0 17.25
BD1201199 15.1 0 18.75
BD1201200 21.4 17.5 0
BD1201201 16.65 0 19
BD1201202 17.45 14.25 0
BD1201203 7.25 0 8
BD1201204 18.7 20 0
BD1201205 11.4 9.5 20.25
BD1201206 10.25 0 12.25
BD1201207 13 0 17
BD1201208 22.45 0 22.25
BD1201209 13.1 0 20
BD1201210 18.5 13.25 0
BD1201211 5 0 7.75
BD1201212 15.5 0 23.5
BD1201213 17.8 0 16.25
BD1201214 13.4 0 14
BD1201215 13.05 13.75 0
BD1201216 7.3 0 16.25
BD1201217 14.1 0 19.25
BD1201218 15.95 0 16.75
BD1201219 18.6 22.25 0
BD1201220 14.35 12.25 0
BD1201221 17.8 15 0
BD1201222 16.25 0 20.5
BD1201223 11.45 9.25 17.75
BD1201224 12.05 0 15
BD1201225 15.15 0 22.25
BD1201226 17.35 17.5 0
BD1201227 13.05 11.75 19
BD1201228 15.1 15 0
BD1201229 12.2 0 21.5
BD1201230 14.85 0 19.25
BD1201231 10 9.25 21.75
BD1201232 11.75 0 18
BD1201233 19.7 18.5 0
BD1201234 10.1 0 15.5
BD1201235 21.65 0 18.25
BD1201236 10.65 0 16.5
BD1201237 24.35 17 0
BD1201238 19.05 15 0
BD1201239 12.15 0 17.5
BD1201240 13.8 0 13
BD1201241 22.2 20.5 0
BD1201242 18.4 20 0
BD1201243 18.25 17.75 0
BD1201244 15.15 16.75 0
BD1201245 12.35 8 0
BD1201246 14.35 12.25 0
BD1201247 14.4 0 17.75
BD1201248 11.75 0 19.5
BD1201249 16.2 17 0
BD1201250 17.1 12.25 18.5
BD1201251 24.05 21.75 0
BD1201252 8.95 0 15.25
BD1201253 20.4 0 24
BD1201254 11.8 0 17
BD1201255 14.95 0 18.5
BD1201256 15.4 15 0
BD1201257 3.6 6.5 0
BD1201258 17.3 0 21
BD1201259 20.3 0 18.25
BD1201260 15.2 0 19.25
BD1201261 20.1 17 0
BD1201262 11.8 0 18.5
BD1201263 16.6 0 17.5
BD1201264 14.7 0 19.25
BD1201265 17.3 8 17.5
BD1201266 13.35 10 0
BD1201267 19.35 19.25 0
BD1201268 6.8 0 7.75
BD1201269 14.9 14.75 0
BD1201270 12.6 0 20
BD1201271 18.85 17.75 0
BD1201272 15.75 0 19.5
BD1201273 15.4 17.75 0
BD1201274 8.6 0 12.75
BD1201275 15.45 9.5 0
BD1201276 19.75 0 17.75
BD1201277 19.75 0 18.25
BD1201278 14.1 0 18
BD1201279 8.9 9.25 11.75
BD1201280 17.15 14.5 0
BD1201281 16.25 0 20.5
BD1201282 15.05 0 21
BD1201283 12.4 0 13.75
BD1201284 20.1 0 19.25
BD1201285 16.4 0 18.75
BD1201286 15.85 15 0
BD1201287 13.35 14.25 0
BD1201288 6.3 0 9.75
BD1201289 19.75 14.5 0
BD1201290 13.15 10.25 17
BD1201291 14.55 12.5 0
BD1201292 13 0 18.75
BD1201293 17.75 0 22.25
BD1201294 17.25 14.75 0
BD1201295 19.85 20 0
BD1201296 17.7 15 0
BD1201297 20.2 15.25 0
BD1201298 18.1 18 0
BD1201299 13.4 0 15
BD1201300 20.2 14.75 18.25
BD1201301 12.6 10 15.5
BD1201302 17.05 14.25 0
BD1201303 12.15 8.75 14.75
BD1201304 17.8 16.75 0
BD1201305 15 16.75 0
BD1201306 11.9 0 14
BD1201307 21.9 15 0
BD1201308 13.45 0 15.75
BD1201309 15.5 9.25 17.75
BD1201310 13.3 12.25 18
BD1201311 23.1 16.5 0
BD1201312 17.1 15 0
BD1201313 13.1 0 16.75
BD1201314 12.4 14.5 0
BD1201315 17.7 0 18.5
BD1201316 11.6 0 11.25
BD1201317 14.8 0 21.5
BD1201318 9.8 0 0
BD1201319 20.35 21.5 0
BD1201320 20.75 14.75 0
BD1201321 17.5 15.5 0
BD1201322 9.95 0 15.75
BD1201323 17.2 0 17.25
BD1201324 15.9 13.75 0
BD1201325 13.15 0 19.75
BD1201326 19.2 15.75 0
BD1201327 19.35 15.5 0
BD1201328 11.85 10.25 17.5
BD1201329 9.5 10 13
BD1201330 13.8 9 16.75
BD1201331 9.6 0 13.25
BD1201332 11.4 10.5 15.25
BD1201333 16.7 0 17
BD1201334 11.6 0 17.5
BD1201335 12.8 0 19.75
BD1201336 5.8 3 0
BD1201337 20.6 12.75 15.25
BD1201338 21.2 12.75 0
BD1201339 17.55 17 20.25
BD1201340 13.8 11.75 0
BD1201341 18.45 14.25 0
BD1201342 10.15 0 18
BD1201343 16.4 0 19.5
BD1201344 6 3.25 0
BD1201345 22.2 22 0
BD1201346 16.3 11.75 0
BD1201347 20.1 17.5 0
BD1201348 12.6 0 19.5
BD1201349 10.1 0 15.25
BD1201350 17.95 13.75 0
BD1201351 16.3 11.75 20.75
BD1201352 18.5 0 17.5
BD1201353 18.35 18 0
BD1201354 12.2 0 14
BD1201355 14.95 0 17
BD1201356 18 9 16.25
BD1201357 15.6 12.5 0
BD1201358 12.55 0 16.5
BD1201359 18.75 0 20.5
BD1201360 15 0 22.75
BD1201361 18.7 15.25 0
BD1201362 18.4 15.25 0
BD1201363 16.85 12.5 13.5
BD1201364 9.2 0 3.5
BD1201365 15.55 0 24.5
BD1201366 16.85 0 22.25
BD1201367 21.55 22 0
BD1201368 14.75 0 15.25
BD1201369 6.6 0 8
BD1201370 18 0 16.5
BD1201371 11.2 0 18.5
BD1201372 17.2 16.75 0
BD1201373 15 0 20
BD1201374 9.05 0 15.25
BD1201375 18.45 0 18.25
BD1201376 16.35 15.75 0
BD1201377 17.85 15.75 0
BD1201378 13.9 0 15.5
BD1201379 8.65 0 16.25
BD1201380 12.15 9 14.5
BD1201381 17.5 13 0
BD1201382 9.8 0 14
BD1201383 2.2 3.75 0
BD1201384 14.4 12.75 0
BD1201385 9.3 7.75 16.75
BD1201386 22.6 19.25 0
BD1201387 15.5 0 18.75
BD1201388 17.85 19.5 19.75
BD1201389 21.55 22.25 0
BD1201390 14.8 11.25 17
BD1201391 18.1 20.5 0
BD1201392 13.3 16.75 0
BD1201393 11.1 0 12.75
BD1201394 18.2 0 16
BD1201395 12 0 18
BD1201396 11.5 0 12.75
BD1201397 18.15 13 23.75
BD1201398 22.4 17.25 0
BD1201399 13.6 0 13.25
BD1201400 13.55 11.25 20.75
BD1201401 13.3 0 20.75
BD1201402 8.5 9.75 14.5
BD1201403 9.6 0 14.75
BD1201404 20.45 0 20.5
BD1201405 15.85 0 15.75
BD1201406 14.3 14.75 17.25
BD1201407 18 21.25 0
BD1201408 10 0 15
BD1201409 9.9 0 12.5
BD1201410 13.65 0 16
BD1201411 19.15 0 22.5
BD1201412 19.6 17.25 0
BD1201413 15.95 15.5 0
BD1201414 15.55 14.25 0
BD1201415 19.6 21.5 0
BD1201416 20.5 14 0
BD1201417 12.55 0 16.5
BD1201418 22 17.25 0
BD1201419 18.65 20 0
BD1201420 9.4 0 13.75
BD1201421 15.7 0 18.75
BD1201422 20.8 17.75 0
BD1201423 16.35 9.5 15.25
BD1201424 19.95 0 22.75
BD1201425 13.95 6.75 17.5
BD1201426 11 0 11.5
BD1201427 14.75 13.25 0
BD1201428 14.55 16 0
BD1201429 14.5 0 19.25
BD1201430 14.45 0 20
BD1201431 15.3 17.25 0
BD1201432 18.8 19 0
BD1201433 19.45 18.25 0
BD1201434 18.75 17.5 0
BD1201435 12.8 0 20.5
BD1201436 15.85 14 0
BD1201437 5.45 0 6
BD1201438 20.1 0 21.25
BD1201439 17.55 0 19.5
BD1201440 7.85 0 12.5
BD1201441 9.8 0 13.5
BD1201442 13.65 0 18.75
BD1201443 11 0 20.75
BD1201444 20 0 23.25
BD1201446 15.4 0 21
BD1201447 19.6 0 20
BD1201448 17.3 19.5 0
BD1201449 5.25 0 5.5
BD1201450 14.6 10.5 0
BD1201451 12.1 0 17.5
BD1201452 11.4 0 12.75
BD1201453 14.8 13.25 15.25
BD1201454 13.5 0 17.25
BD1201455 22.25 0 23.5
BD1201456 9.25 0 12.25
BD1201457 10.9 6 14.75
BD1201458 14.15 0 18.5
BD1201459 10.7 0 17.75
BD1201460 18 0 19.75
BD1201461 21.7 21.75 0
BD1201462 24.15 18.75 0
BD1201463 10.4 8 17
BD1201464 14.3 0 20
BD1201465 19.2 0 16.25
BD1201466 2.8 5.5 0
BD1201467 15.3 0 19
BD1201468 14.4 11.25 15
BD1201469 13.75 0 18.75
BD1201470 15 11.25 0
BD1201471 16.6 0 20.5
BD1201472 15.8 11.75 13.25
BD1201473 18.3 15.5 0
BD1201474 10.65 0 15
BD1201475 10.8 0 18.5
BD1201476 14.4 10.25 0
BD1201477 19.4 15.25 0
BD1201478 18.95 20.25 0
BD1201479 11.4 8.5 11
BD1201480 13.6 0 17.75
BD1201481 15.25 0 19.25
BD1201482 11.7 0 16.75
BD1201483 12.25 9.75 14
BD1201484 15.6 0 20
BD1201485 12.05 0 23
BD1201486 13.2 0 21
BD1201487 18.1 17.5 0
BD1201488 22.5 24 0
BD1201489 15.4 0 18.75
BD1201490 14 0 18
BD1201491 10.6 8.25 17.75
BD1201492 18.85 14.5 0
BD1201493 18.45 0 17.5
BD1201494 12 0 14.75
BD1201495 18.9 15 0
BD1201496 16.6 13.5 0
BD1201497 8.7 0 13.75
BD1201498 11.4 8.5 18.75
BD1201499 10.6 0 16.25
BD1201500 13.05 0 16.5
BD1201501 16.95 17 0
BD1201502 12.3 0 14
BD1201503 13.45 11.75 16.75
BD1201504 12.8 0 18.75
BD1201505 15.75 15 17.75
BD1201506 15.55 0 14.75
BD1201507 11.05 9 14.25
BD1201508 21.35 0 17.25
BD1201509 22.25 19.25 0
BD1201510 18.15 0 25.75
BD1201511 19.05 19 18.5
BD1201512 15.3 11.25 0
BD1201513 19.85 19.25 0
BD1201514 6.15 0 6
BD1201515 17.8 19 0
BD1201516 19.8 0 18.25
BD1201517 13.25 8.25 19
BD1201518 19.2 20.25 0
BD1201519 10.3 0 15.25
BD1201520 16.4 0 19.5
BD1201521 21.75 16.25 0
BD1201522 8.65 10.5 15
BD1201523 13 9.75 17.25
BD1201524 14.05 13.25 16.75
BD1201525 21.5 16.75 0
BD1201526 10.85 7 17.5
BD1201527 13.8 0 21.5
BD1201528 8.65 0 16
BD1201529 9.2 0 14.75
BD1201530 18.4 16 16
BD1201531 17.35 0 23.25
BD1201532 12.6 0 18
BD1201533 17.2 0 24.5
BD1201534 18.2 0 20.75
BD1201535 10.8 0 13
BD1201536 14.65 15.25 0
BD1201537 12.7 0 17.75
BD1201538 16.4 18 15.75
BD1201539 17.35 0 21.25
BD1201540 11.35 8 15.5
BD1201541 15.25 9.75 17.5
BD1201542 11.65 0 15
BD1201543 16.3 17 0
BD1201544 18 22 0
BD1201545 12.6 7.75 15
BD1201546 8.1 0 16.25
BD1201547 16.3 13.75 0
BD1201548 11.6 10 20
BD1201549 13.45 0 19
BD1201550 19.9 20.25 0
BD1201551 6.3 0 13.25
BD1201552 21.9 0 18.75
BD1201553 14.05 11 20
BD1201554 15.9 0 18.5
BD1201555 16.75 0 17.5
BD1201556 7.8 0 6.75
BD1201557 20.65 15.75 0
BD1201558 15.85 0 16.25
BD1201559 14.15 0 18.75
BD1201560 15.2 0 17.5
BD1201561 14.8 0 17.5
BD1201562 20.7 20.75 0
BD1201563 15.2 0 19.25
BD1201564 17.45 0 22.5
BD1201565 21.6 15.5 0
BD1201566 18.25 15 0
BD1201567 14.55 0 18.5
BD1201568 20.85 21.5 0
BD1201569 14.1 8.75 11.75
BD1201570 15.1 13.5 0
BD1201571 15.2 0 21
BD1201572 17.15 18.75 0
BD1201573 10.15 7.75 17
BD1201574 17.55 0 17.25
BD1201575 11.55 0 13.75
BD1201576 15.7 18 18
BD1201577 14.65 0 15.5
BD1201578 17.1 0 17.25
BD1201579 19.95 0 24
BD1201580 11.15 0 16.25
BD1201581 18.7 0 20.25
BD1201582 20.3 23 0
BD1201583 17.75 0 15.5
BD1201584 10.7 0 12.5
BD1201585 10.7 0 15.5
BD1201586 13.7 14.5 13
BD1201587 21.35 15.75 0
BD1201588 18.45 16.25 0
BD1201589 13.05 0 16
BD1201590 11.6 0 14.5
BD1201591 20.1 0 22.75
BD1201592 19.5 15.25 0
BD1201593 18.8 15.25 0
BD1201594 17.15 0 14.75
BD1201595 6.85 0 2
BD1201596 12.7 0 19.25
BD1201597 17.8 15.75 0
BD1201598 9.3 0 16
BD1201599 14.6 0 18.5
BD1201600 19.8 0 20
BD1201601 18.7 0 20.75
BD1201602 13.2 15 16.5
BD1201603 10.65 0 18.75
BD1201604 13.3 14.75 16.75
BD1201605 19.9 16.75 0
BD1201606 25.1 0 22.25
BD1201607 8.2 0 12.25
BD1201608 22.8 17.75 0
BD1201609 18.2 15.25 22.25
BD1201610 5.8 0 7.5
BD1201611 17.55 18.5 0
BD1201612 7.85 7 7.5
BD1201613 12.35 9.5 18.75
BD1201614 19.6 20.75 0
BD1201615 21.6 16 0
BD1201616 20.15 19.25 0
BD1201617 10.3 6.5 10.75
BD1201618 10.8 0 16.25
BD1201619 14.4 18.5 0
BD1201620 18.7 18.5 0
BD1201621 16.7 16 0
BD1201622 22.6 18.5 0
BD1201623 18.3 10.25 0
BD1201624 18.35 0 25.25
BD1201625 13.1 9.75 20.75
BD1201626 21.35 11.75 0
BD1201627 18.9 18.5 0
BD1201628 17.2 12 0
BD1201629 20.2 20.5 0
BD1201630 3 0 6.25
BD1201631 18.05 17.75 0
BD1201632 14.5 0 17.5
BD1201633 18.3 0 20
BD1201634 16.75 18.75 0
BD1201635 15 0 18.5
BD1201636 18.75 16.5 0
BD1201637 13.2 13.25 0
BD1201638 13.9 18.25 0
BD1201639 16.9 0 17
BD1201640 14.85 0 20
BD1201641 10.1 0 14.5
BD1201642 12.2 7.5 0
BD1201643 13.1 11 17.25
BD1201644 16.5 0 18
BD1201645 10.5 8 16.5
BD1201646 21.25 23.25 0
BD1201647 14.95 9.5 14.5
BD1201648 16.25 12.75 0
BD1201649 19.15 10.75 0
BD1201650 15.35 0 16.5
BD1201651 10.8 0 18.5
BD1201652 11.9 10.75 20.25
BD1201653 17.35 0 18
BD1201654 10.5 0 13.5
BD1201655 23.9 0 20
BD1201656 16.9 0 20
BD1201657 10.4 0 16.5
BD1201658 17.15 0 18
BD1201659 14.25 0 20
BD1201660 13.9 0 18.75
BD1201661 15.25 0 15.75
BD1201662 20.45 15.75 0
BD1201663 13.85 14 0
BD1201664 18.5 16.5 0
BD1201665 16.65 15.25 17.5
BD1201666 13.25 0 18.5
BD1201667 13.8 0 10.25
BD1201668 7.8 15.5 0
BD1201669 16.35 8.25 0
BD1201670 17.95 0 19.25
BD1201671 13.2 0 18.75
BD1201672 18.6 17.25 0
BD1201673 10.65 0 16.25
BD1201674 20.65 17.5 0
BD1201675 16.2 0 19.5
BD1201676 16.8 14 0
BD1201677 12.85 14.25 0
BD1201678 13.65 0 16
BD1201679 17.25 20.25 0
BD1201680 16 0 20.75
BD1201681 12.65 0 14.5
BD1201682 14.85 0 12.75
BD1201683 13.3 0 18.75
BD1201684 16.95 0 17.75
BD1201685 17.9 15.25 16.75
BD1201686 22 0 19.5
BD1201687 9.8 10 17.25
BD1201688 13.85 0 15.75
BD1201689 23.7 16 0
BD1201690 12.5 0 17
BD1201691 16 11.5 17.25
BD1201692 17.55 0 15
BD1201693 14.2 0 17.75
BD1201694 13.1 10 18.5
BD1201696 12.65 0 19.25
BD1201697 16.6 13.5 0
BD1201698 14.9 0 20.25
BD1201699 19.4 20.25 0
BD1201700 16.65 0 19.5
BD1201701 8.95 0 10.25
BD1201702 12.75 7.75 20.75
BD1201703 14.8 0 18.5
BD1201704 13.8 10.25 21
BD1201705 16.8 0 0
BD1201706 17.75 0 18
BD1201707 15.85 0 17.75
BD1201708 10.8 0 15.25
BD1201709 13.05 0 16
BD1201710 13.7 0 15.25
BD1201711 10.5 0 14.75
BD1201712 15.95 18.5 0
BD1201713 13.3 14 16.5
BD1201714 16.25 12.5 0
BD1201715 12.25 0 14.25
BD1201716 20.2 0 18.75
BD1201717 15.35 17 0
BD1201718 21.75 16.75 0
BD1201719 14.1 0 16.75
BD1201720 16.2 0 17.25
BD1201721 19.3 0 21
BD1201722 13 8.25 18.75
BD1201723 13.6 0 15.75
BD1201724 12.6 0 15
BD1201725 15 13.75 18.75
BD1201726 12.25 12.5 0
BD1201727 20.6 18.75 0
BD1201728 19.75 0 25.25
BD1201729 14.8 12 0
BD1201730 20.2 12.75 0
BD1201731 19.7 22.75 0
BD1201732 22.45 21.75 0
BD1201733 11.7 0 19
BD1201734 18.9 17.75 0
BD1201735 13 0 17.75
BD1201736 13.65 0 17
BD1201737 14.55 0 13.75
BD1201738 11.2 0 18.5
BD1201739 15.3 18.5 0
BD1201740 19.95 15.5 0
BD1201741 23.45 19.75 0
BD1201742 8.5 0 13.75
BD1201743 20.05 0 26.5
BD1201744 20.15 0 23.75
BD1201745 18.15 17.75 0
BD1201746 22.4 16 0
BD1201747 12.6 0 16
BD1201748 11.15 8.5 14.75
BD1201749 21.2 17.75 0
BD1201750 14.6 0 20.75
BD1201751 16.15 0 13
BD1201752 13.2 0 20.75
BD1201753 15.1 13.25 19
BD1201754 11.7 0 9.75
BD1201755 16.15 16.25 0
BD1201756 21.25 0 19.25
BD1201757 17.65 19 0
BD1201758 16 0 17.5
BD1201759 15.7 0 13.25
BD1201760 18.15 12 0
BD1201761 11.7 0 7.5
BD1201762 14.6 0 17.75
BD1201763 12.25 0 12.25
BD1201764 18.35 16.25 0
BD1201765 17.45 14.5 0
BD1201766 10.2 9.75 0
BD1201767 11.9 0 17.75
BD1201768 14.9 17.75 0
BD1201769 12.95 0 17
BD1201770 17.1 0 18.5
BD1201771 17.65 17 0
BD1201772 8.4 8.5 13.25
BD1201773 10.2 0 11.5
BD1201774 15.1 16.75 0
BD1201775 18.6 14.75 0
BD1201776 12.55 0 19.25
BD1201777 13.9 0 7.75
BD1201778 9.1 0 13.75
BD1201779 20.6 19.25 0
BD1201780 15.5 0 20
BD1201781 14.9 0 19.25
BD1201782 13.15 6.25 20.25
BD1201783 16.1 0 17.25
BD1201784 15.8 15.25 0
BD1201785 6.9 0 11.25
BD1201786 16.55 21.25 0
BD1201787 18 18 0
BD1201788 20.5 13.75 0
BD1201789 17.4 0 20.75
BD1201790 16.55 13 0
BD1201791 21.55 0 20.25
BD1201792 19.95 24.75 0
BD1201793 14.35 15.25 0
BD1201794 21.55 0 19.25
BD1201795 16.65 0 20.25
BD1201796 11.3 0 14.75
BD1201797 17.9 19 0
BD1201798 17.85 19.75 0
BD1201799 20.1 15 0
